ID	Profile	Age	Gender	Location	Current Role	Desired Field	Income Range	Education Level	Time Commitment	Adopter Category
780	Working Professional Considering Graduate Degrees	52	Female	Germany	Nurse	Public Policy	$50k–$70k	Associate	5-10 hours per week (1 course)	Early Majority
781	Working Professional Considering Graduate Degrees	41	Prefer not to say	UK	HR Coordinator	Cybersecurity	$90k–$120k	Some College	10-15 hours per week (1-2 courses)	Early Majority
782	Working Professional Considering Graduate Degrees	52	Female	Australia	Teacher	Finance	$30k–$50k	Bachelor's	5-10 hours per week (part-time)	Early Majority
783	Career Changer / Adult Learner	54	Male	UK	Nurse	Cybersecurity	$120k+	Some College	5-10 hours per week (part-time)	Late Majority
784	Career Changer / Adult Learner	38	Female	Germany	Technician	Healthcare Administration	$120k+	Master's	10-15 hours per week (1-2 courses)	Innovator
785	Career Changer / Adult Learner	53	Non-binary	Canada	Accountant	AI & Machine Learning	$30k–$50k	Bachelor's	5-10 hours per week (part-time)	Early Majority
786	Career Changer / Adult Learner	38	Non-binary	UK	HR Coordinator	Cybersecurity	$30k–$50k	Bachelor's	5-10 hours per week (part-time)	Early Adopter
787	Working Professional Considering Graduate Degrees	26	Prefer not to say	US	Sales Manager	AI & Machine Learning	$50k–$70k	Master's	5-10 hours per week (part-time)	Innovator
788	Working Professional Considering Graduate Degrees	32	Male	India	Technician	Data Science	$120k+	Bachelor's	10-15 hours per week (1-2 courses)	Innovator
789	Working Professional Considering Graduate Degrees	41	Prefer not to say	Canada	Accountant	Cybersecurity	$50k–$70k	Master's	5-10 hours per week (part-time)	Early Adopter
790	Working Professional Considering Graduate Degrees	53	Non-binary	UK	Sales Manager	Finance	$70k–$90k	Bachelor's	5-10 hours per week (1 course)	Early Majority
791	Working Professional Considering Graduate Degrees	38	Non-binary	UK	Accountant	Cybersecurity	$120k+	Associate	10-15 hours per week	Early Adopter
792	Working Professional Considering Graduate Degrees	53	Prefer not to say	India	Nurse	AI & Machine Learning	$30k–$50k	Master's	5-10 hours per week (1 course)	Early Majority
793	Career Changer / Adult Learner	39	Non-binary	UK	Accountant	Cybersecurity	$120k+	Associate	10-15 hours per week (1-2 courses)	Early Adopter
794	Working Professional Considering Graduate Degrees	52	Male	Australia	Software Engineer	Data Science	$70k–$90k	Master's	5-10 hours per week (part-time)	Early Adopter
795	Career Changer / Adult Learner	41	Female	Australia	Marketing Specialist	Cybersecurity	$30k–$50k	Some College	5-10 hours per week (part-time)	Early Majority
796	Working Professional Considering Graduate Degrees	46	Prefer not to say	Canada	HR Coordinator	Public Policy	$50k–$70k	Associate	5-10 hours per week (part-time)	Early Majority
797	Career Changer / Adult Learner	47	Male	Canada	Teacher	Finance	$50k–$70k	Some College	5-10 hours per week (part-time)	Early Majority
798	Working Professional Considering Graduate Degrees	45	Female	Germany	Marketing Specialist	Finance	$70k–$90k	Associate	10-15 hours per week (1-2 courses)	Early Adopter
799	Working Professional Considering Graduate Degrees	49	Male	Canada	Marketing Specialist	Healthcare Administration	$70k–$90k	Some College	10-15 hours per week (1-2 courses)	Early Majority
800	Working Professional Considering Graduate Degrees	45	Male	US	Marketing Specialist	Public Policy	$70k–$90k	Some College	10-15 hours per week (1-2 courses)	Early Majority
